--bus section
bus id,v(p.u.),theta(deg),bcs(MVAR at v=1p.u)
395,'1',8.6600722114,11.3215135721
395,'2',14.0020722121,11.3215135721
396,'1',14.6040903446,-1.4379991083
396,'2',7.5120903433,-1.4379991083
396,'3',6.1810903431,-1.4379991083
396,'4',13.8480903444,-1.4379991083
398,'1',39.3199101631,13.0150728847
398,'2',37.9125391216,13.0150728847
398,'3',28.7125079323,13.0150728847
398,'4',29.7849585007,13.0150728847
398,'5',42.2828431743,13.0150728847
398,'6',38.4717739348,13.0150728847
399,'1',0.2260360597,0.5713623886
399,'2',0.5890360627,0.5713623886
401,'1',61.2498985080,-6.7963455255
402,'1',61.2499542790,-6.7962119865
404,'1',19.5200797991,-1.3513492123
404,'2',15.5330797988,-1.3513492123
404,'3',13.0130797986,-1.3513492123
404,'4',12.6610797986,-1.3513492123
407,'1',108.9998913821,51.0671242913
408,'1',108.9998711568,37.0395800181
409,'1',108.9999185602,30.0058765728
410,'1',108.9999003038,31.1596787824
411,'1',108.9999327452,26.0796588152
412,'1',91.8975197681,29.4175546079
413,'1',53.8999162729,1.3026702951
416,'1',67.9630117687,-12.1421739103
417,'1',131.1740121555,-22.7341957577
418,'1',149.6450075986,-7.6932735790
419,'1',56.6430122709,-10.0469253768
420,'1',67.9010158618,-5.9435569544
421,'1',24.8283789465,6.3740711260
421,'2',51.4967208013,6.3740711260
424,'1',112.7970029943,-31.1581692096
425,'1',87.6270032213,-31.6935383224
426,'1',102.8160028024,-32.7428200736
427,'1',99.8440031662,-29.1160906015
428,'1',67.9530030154,-32.8899265345
431,'1',54.1900327631,52.6366925298
432,'1',108.7540466381,56.2569027629
433,'1',75.6700552425,92.7115005264
434,'1',89.0640317273,86.0852595846
437,'1',110.1700330739,17.1845085229
438,'1',58.2770266050,15.4492999546
439,'1',90.1640304333,11.4077044343
440,'1',31.8000371411,12.1319159697
441,'1',11.3340462385,0.1177858987
441,'2',17.8760462386,0.1177858987
441,'3',15.6950462385,0.1177858987
443,'1',2.9999555313,0.8433521404
443,'2',2.9999321113,0.8433521404
444,'1',2.9999495534,1.4205636783
444,'2',2.9999610475,1.4205636783
448,'1',129.5820182918,20.1592174552
449,'1',137.7500140617,19.1881100112
450,'1',113.3190217244,16.8128617083
451,'1',84.2080193957,15.8970670998
452,'1',66.1520344773,19.5978177223
453,'1',11.5360280719,9.3293151939
453,'2',10.9130280719,9.3293151939
453,'3',9.2050280718,9.3293151939
456,'1',164.8799850163,39.8986626744
457,'1',45.0252577341,49.3743875152
458,'1',93.0416443579,28.2180750390
459,'1',98.2995237218,45.6442814352
462,'1',109.7571427741,64.4288418961
463,'1',117.5501455801,69.6839625472
464,'1',58.5356443298,52.8678065154
466,'1',10.5710340578,-1.2292325955
466,'2',5.7460340577,-1.2292325955
470,'1',183.0950044458,-68.6213356574
471,'1',90.7460070093,-68.6213499791
472,'1',24.4999748687,-2.7176248336
472,'2',24.4999734787,-2.7176248336
475,'1',9.2210205280,6.5607330514
475,'2',4.2240205280,6.5607330514
476,'1',13.9340204896,4.9868465641
478,'1',49.2999513547,-5.4677915353
478,'2',49.2999667932,-5.4677915353
481,'1',154.1530085234,99.3688439488
482,'1',86.1850201288,78.1976006791
483,'1',189.0850039176,100.9231191635
484,'1',113.9040080245,79.6300082957
485,'1',56.8920152995,127.5688372614
486,'1',3.6400191544,11.0651361338
486,'2',12.5560191545,11.0651361338
486,'3',13.6600191545,11.0651361338
486,'4',6.7240191544,11.0651361338
486,'5',6.2720191544,11.0651361338
486,'6',9.4760191545,11.0651361338
487,'1',12.4999676233,-1.3496592472
488,'1',0.8560196285,0.6268684485
488,'2',2.3670196287,0.6268684485
488,'3',2.7650196287,0.6268684485
488,'4',2.7270196287,0.6268684485
488,'5',1.2960196285,0.6268684485
488,'6',1.2720196285,0.6268684485
489,'1',0.2890327057,0.6636842788
489,'2',0.2600327055,0.6636842788
489,'3',0.4810327071,0.6636842788
489,'4',0.5840327081,0.6636842788
489,'5',0.4860327071,0.6636842788
489,'6',0.6610327091,0.6636842788
490,'1',3.3999515624,1.7267746232
493,'1',139.9997013159,32.0364016730
494,'1',139.9999182365,52.7686477756
496,'1',9.8011031306,34.7483138387
496,'2',35.5101031311,34.7483138387
499,'1',0.6420358879,0.6609305994
499,'2',0.4500358866,0.6609305994
499,'3',0.8060358895,0.6609305994
